"basin_id","biogeographic_realm","Ecoregion"
"B0747","Elizabeth","Australasia"
"B0748","Ellen.Brook","Australasia"
"B0749","Ellesmere.un","Nearctic"
"B0750","Ellice","Nearctic"
"B0751","Elliot","Australasia"
"B0752","Elliott","Australasia"
"B0753","Elota","Neotropic"
"B0754","Elqui","Neotropic"
"B0755","Eman","Palearctic"
"B0756","Embilikala.Oya","Indomalayan"
"B0757","Embley","Australasia"
"B0758","Ems","Palearctic"
"B0759","Emu","Australasia"
"B0760","Endau","Indomalayan"
"B0761","Endeavour","Australasia"
"B0762","Enguri","Palearctic"
"B0763","Eocheon.jeosuji","Palearctic"
"B0764","Eojeon.ji","Palearctic"
"B0765","Erin","Neotropic"
"B0766","Erne","Palearctic"
"B0767","Escambia","Nearctic"
"B0768","Escatawpa","Nearctic"
"B0769","Esclavos","Neotropic"
"B0770","Escuro","Neotropic"
"B0771","Esfahan","Palearctic"
"B0772","Esino","Palearctic"
"B0773","Esk.NZ","Australasia"
"B0774","Esk.UK","Palearctic"
"B0775","Esmeraldas","Neotropic"
"B0776","Esperance","Australasia"
"B0777","Espiritu.Santo","Australasia"
"B0778","Esquinas","Neotropic"
"B0779","Essequibo","Neotropic"
"B0780","Estero.Jeli","Neotropic"
"B0781","Estero.Negro","Neotropic"
"B0782","Estero.Real","Neotropic"
"B0783","Estrela","Neotropic"
"B0784","Estrella","Neotropic"
"B0785","Etosha.Pan","Afrotropic"
"B0786","Eumeralla","Australasia"
"B0787","Evans","Australasia"
"B0788","Evinos","Palearctic"
"B0789","Evros","Palearctic"
"B0790","Evrotas","Palearctic"
"B0791","Exploits","Nearctic"
"B0792","Eye","Palearctic"
"B0793","Eyjafjardara","Palearctic"
"B0794","Eyl","Afrotropic"
"B0795","Fagnano","Neotropic"
"B0796","Fangcheng","Indomalayan"
"B0797","Farmington","Afrotropic"
"B0798","Fatala","Afrotropic"
"B0799","Fenny","Indomalayan"
"B0800","Feodosia","Palearctic"
"B0801","Ferry.Reach","Nearctic"
"B0802","Filiouri","Palearctic"
"B0803","Finniss","Australasia"
"B0804","Firtina","Palearctic"
"B0805","Fitzmaurice","Australasia"
"B0806","Fitzroy","Australasia"
"B0807","Fitzroy.Kimberley","Australasia"
"B0808","Fitzroy.Queensland","Australasia"
"B0809","Fjadarhornsa","Palearctic"
"B0810","Flaxbourne","Australasia"
"B0811","Flinders.Norman","Australasia"
"B0812","Fljotaa","Palearctic"
"B0813","Flumendosa","Palearctic"
"B0814","Fluminense","Neotropic"
"B0815","Fly","Australasia"
"B0816","Foglia","Palearctic"
"B0817","Fort.Dauphin","Afrotropic"
"B0818","Fortescue","Australasia"
"B0819","Forth","Palearctic"
"B0820","Fortore","Palearctic"
"B0821","Fortuna","Neotropic"
"B0822","Foyle","Palearctic"
"B0823","Frades","Neotropic"
"B0824","Frankland","Australasia"
"B0825","Franklin","Australasia"
"B0826","Fraser","Nearctic"
"B0827","Freshwater","Australasia"
"B0828","Fukang","Palearctic"
"B0829","Fukushima","Palearctic"
"B0830","Fumm.Buhayrat.al.Manzalah","Afrotropic"
"B0831","Futana","Afrotropic"
"B0832","Futuna.Island","Oceania"
"B0833","Fuzhou.He","Palearctic"
"B0834","Gabreek","Palearctic"
"B0835","Gal.Oya","Indomalayan"
"B0836","Galapagos.Island","Neotropic"
"B0837","Gallegos","Neotropic"
"B0838","Gallikos","Palearctic"
"B0839","Gambia","Afrotropic"
"B0840","Gamtoos","Afrotropic"
"B0841","Ganges","Indomalayan"
"B0842","Gardner","Australasia"
"B0843","Gardner.lake","Australasia"
"B0844","Garonne","Palearctic"
"B0845","Gascoyne","Australasia"
"B0846","Gawler","Australasia"
"B0847","Gayabos","Neotropic"
"B0848","Geba","Afrotropic"
"B0849","Gediz","Palearctic"
"B0850","Geirlandsa","Palearctic"
"B0851","Gellibrand","Australasia"
"B0852","Genale.Wenz","Afrotropic"
"B0853","Genting","Indomalayan"
"B0854","George.Canada","Nearctic"
"B0855","George.lake","Afrotropic"
"B0856","George.Tasma","Australasia"
"B0857","Georges","Australasia"
"B0858","Ghaggar","Indomalayan"
"B0859","Gharasu","Palearctic"
"B0860","Giang","Indomalayan"
"B0861","Giddy","Australasia"
"B0862","Gin.Ganga","Indomalayan"
"B0863","Giraul","Afrotropic"
"B0864","Girikula.Ara","Indomalayan"
"B0865","Glen","Palearctic"
"B0866","Glenelg","Australasia"
"B0867","Glomma","Palearctic"
"B0868","Glyde","Australasia"
"B0869","Go","Afrotropic"
"B0870","Goa","Indomalayan"
"B0871","Goascoran","Neotropic"
"B0872","Godavari","Indomalayan"
"B0873","Godbaza","Palearctic"
"B0874","Gogol","Australasia"
"B0875","Gokase","Palearctic"
"B0876","Goksu","Palearctic"
"B0877","Golden.Stream","Neotropic"
"B0878","Goldsborough","Nearctic"
"B0879","Golo","Palearctic"
"B0880","Golok","Indomalayan"
"B0881","Golygina","Palearctic"
"B0882","Gombak","Indomalayan"
"B0883","Gonen","Palearctic"
"B0884","Gonokawa","Palearctic"
"B0885","Goomadeer","Australasia"
"B0886","Gordon","Australasia"
"B0887","Gorgan","Palearctic"
"B0888","Gorgona.Island","Neotropic"
"B0889","Goryeo.ji","Palearctic"
"B0890","Gota.alv","Palearctic"
"B0891","Gotland","Palearctic"
"B0892","Goukou","Afrotropic"
"B0893","Gourits","Afrotropic"
"B0894","Grand.Cayman.Island","Neotropic"
"B0895","Grand.Isle","Nearctic"
"B0896","Grand.Pabos","Nearctic"
"B0897","Grande.Argentina.2","Neotropic"
"B0898","Grande.Belize","Neotropic"
"B0899","Grande.de.San.Miguel","Neotropic"
"B0900","Grande.Mexico.Pacifico","Neotropic"
"B0901","Grande.Panama","Neotropic"
"B0902","Grande.Panama.2","Neotropic"
"B0903","Grande.River","Neotropic"
"B0904","Grande.Trinidad","Neotropic"
"B0905","Grande.Ubatuba","Neotropic"
"B0906","Grande.USA","Nearctic"
"B0907","Gravatai","Neotropic"
"B0908","Great.Fish.River","Afrotropic"
"B0909","Great.Forester","Australasia"
"B0910","Great.Kei","Afrotropic"
"B0911","Great.Kwa.River","Afrotropic"
"B0912","Great.Lakes.Mongolia","Palearctic"
"B0913","Great.Musselroe","Australasia"
"B0914","Great.Spectacle.lake","Australasia"
"B0915","Green","Nearctic"
"B0916","Greenough","Australasia"
"B0917","Greens.Bayou","Nearctic"
"B0918","Gregory","Australasia"
"B0919","Grey","Australasia"
"B0920","Griffiths.Rivulet","Australasia"
"B0921","Grimsa","Palearctic"
"B0922","Guacimal","Neotropic"
"B0923","Guadalete","Palearctic"
"B0924","Guadalmesi","Palearctic"
"B0925","Guadalquivir","Palearctic"
"B0926","Guadalupe","Nearctic"
"B0927","Guadiana","Palearctic"
"B0928","Guaiba","Neotropic"
"B0929","Gualala","Nearctic"
"B0930","Guanipa","Neotropic"
"B0931","Guapo","Neotropic"
"B0932","Guapo.Trinidad","Neotropic"
"B0933","Guaracara","Neotropic"
"B0934","Guarapari","Neotropic"
"B0935","Guaricana","Neotropic"
"B0936","Guariquen","Neotropic"
"B0937","Guayaguayare","Neotropic"
"B0938","Guayas","Neotropic"
"B0939","Guaymas","Nearctic"
"B0940","Gudenaa","Palearctic"
"B0941","Guir","Palearctic"
"B0942","Gulf.Santa.Clara","Nearctic"
"B0943","Gumista","Palearctic"
"B0944","Gurrbirri.creek","Australasia"
"B0945","Haademeeste","Palearctic"
"B0946","Haast","Australasia"
"B0947","Hacking","Australasia"
"B0948","Hadachon","Palearctic"
"B0949","Haemyong.ni","Palearctic"
"B0950","Hai.He","Palearctic"
"B0951","Hairjuzova","Palearctic"
"B0952","Haksan.chon","Palearctic"
"B0953","Hamana.ko","Palearctic"
"B0954","Hamasat","Afrotropic"
"B0955","Hamersley","Australasia"
"B0956","Hami","Palearctic"
"B0957","Han","Palearctic"
"B0958","Han.Korea","Palearctic"
"B0959","Hanami","Palearctic"
"B0960","Hanjiang","Indomalayan"
"B0961","Haparapara","Australasia"
"B0962","Hapuku","Australasia"
"B0963","Haraz","Palearctic"
"B0964","Harding","Australasia"
"B0965","Haso","Palearctic"
"B0966","Hassan.Langi","Palearctic"
"B0967","Hastings","Australasia"
"B0968","Hatea","Australasia"
"B0969","Hato","Neotropic"
"B0970","Hatyrka","Palearctic"
"B0971","Haughton","Australasia"
"B0972","Haukadalsa","Palearctic"
"B0973","Haunted.Gully","Australasia"
"B0974","Hawaii","Oceania"
"B0975","Hawkesbury","Australasia"
"B0976","Hay.1","Australasia"
"B0977","Hazako","Palearctic"
"B0978","Heaphy","Australasia"
"B0979","Heathcote","Australasia"
"B0980","Heda.Oya","Indomalayan"
"B0981","Heichan.Wan","Palearctic"
"B0982","Hekirichi","Palearctic"
"B0983","Helawe.Ara","Indomalayan"
"B0984","Heleh","Palearctic"
"B0985","Helge.a","Palearctic"
"B0986","Helmand","Palearctic"
"B0987","Helsinki","Palearctic"
"B0988","Hengjiang","Indomalayan"
"B0989","Henty","Australasia"
"B0990","Herault","Palearctic"
"B0991","Heraz","Palearctic"
"B0992","Herbert","Australasia"
"B0993","Herbert.creek","Australasia"
"B0994","Heuningnesrivier","Afrotropic"
"B0995","Heyan","Palearctic"
"B0996","Hidaka","Palearctic"
"B0997","Hiki","Palearctic"
"B0998","Hill","Australasia"
"B0999","Hillsborough","Nearctic"
"B1000","Hillsborough.Tobago","Neotropic"
"B1001","Himmiste","Palearctic"
"B1002","Hinds","Australasia"
"B1003","Hirotogawa","Palearctic"
"B1004","Hispaniola.Island","Neotropic"
"B1005","Hitara","Palearctic"
"B1006","Hiva.Oa","Oceania"
"B1007","Hiyamaji","Palearctic"
"B1008","Hoarusib","Afrotropic"
"B1009","Hoeya","Palearctic"
"B1010","Hofsa","Palearctic"
"B1011","Hogans.Lagoon","Australasia"
"B1012","Hoje.a","Palearctic"
"B1013","Hokitika","Australasia"
"B1014","Holroyd","Australasia"
"B1015","Homathako","Nearctic"
"B1016","Hondo","Neotropic"
"B1017","Honmyo","Palearctic"
"B1018","Hooghly","Indomalayan"
"B1019","Hopkins","Australasia"
"B1020","Hordudalsa","Palearctic"
"B1021","Horton","Nearctic"
"B1022","Hoteo","Australasia"
"B1023","Houailou","Australasia"
"B1024","Houlong","Indomalayan"
"B1025","Housatonic","Nearctic"
"B1026","Hovell.creek","Australasia"
"B1027","Howard","Australasia"
"B1028","Hrolleifsdalsa","Palearctic"
"B1029","Hroma","Palearctic"
"B1030","Hrutafjardara.Sika","Palearctic"
"B1031","Hsiukuluan","Indomalayan"
"B1032","Hu","Palearctic"
"B1033","Huanghe","Palearctic"
"B1034","Huasco","Neotropic"
"B1035","Huatokitoki","Australasia"
"B1036","Huatulco.River","Neotropic"
"B1037","Hudson","Nearctic"
"B1038","Huixtla","Neotropic"
"B1039","Humber","Nearctic"
"B1040","Humboldt","Nearctic"
"B1041","Hungnim.josuji","Palearctic"
"B1042","Hunter","Australasia"
"B1043","Huon","Australasia"
"B1044","Huong","Indomalayan"
"B1045","Huongsan","Palearctic"
"B1046","Hurst.creek","Australasia"
"B1047","Hurunui","Australasia"
"B1048","Hutchinson.Creek","Australasia"
"B1049","Hutt","Australasia"
"B1050","Hvita","Palearctic"
"B1051","Hwabuk.chon","Palearctic"
"B1052","Hwalien","Indomalayan"
"B1053","Hwasang.chon","Palearctic"
"B1054","Hwasun.hang","Palearctic"
"B1055","Hyams.creek","Australasia"
"B1056","Hyoja.je","Palearctic"
"B1057","Iama","Palearctic"
"B1058","Ibi","Palearctic"
"B1059","Ibo","Palearctic"
"B1060","Icajao","Neotropic"
"B1061","Ichi","Palearctic"
"B1062","Ichkeul","Palearctic"
"B1063","Ifugao.River","Indomalayan"
"B1064","Ihunui","Australasia"
"B1065","Ijser","Palearctic"
"B1066","Ikokos.Norte","Indomalayan"
"B1067","Illogwa.creek","Australasia"
"B1068","Iloilo","Indomalayan"
"B1069","Ilyushina","Palearctic"
"B1070","Imagawa.Fukuoka","Palearctic"
"B1071","Imandra","Palearctic"
"B1072","Imari","Palearctic"
"B1073","Imari.wan","Palearctic"
"B1074","Imchon.josuji","Palearctic"
"B1075","Imo","Afrotropic"
"B1076","Imperial","Neotropic"
"B1077","Incomati","Afrotropic"
"B1078","Indaial","Neotropic"
"B1079","Indalsalven","Palearctic"
"B1080","Indianola","Nearctic"
"B1081","Indigirka","Palearctic"
"B1082","Indio","Neotropic"
"B1083","Indragiri","Indomalayan"
"B1084","Indus","Indomalayan"
"B1085","Inglis","Australasia"
"B1086","Innuksuac","Nearctic"
"B1087","Inya","Palearctic"
"B1088","Iracoubo","Neotropic"
"B1089","Irharhar","Palearctic"
"B1090","Irminio","Palearctic"
"B1091","Irrawaddy","Indomalayan"
"B1092","Irwell","Australasia"
"B1093","Isa","Palearctic"
"B1094","Isdell","Australasia"
"B1095","Ishikari","Palearctic"
"B1096","Isis","Australasia"
"B1097","Ismailia.Channel","Afrotropic"
"B1098","Issyk.Kul","Palearctic"
"B1099","Itajai.Acu.River","Neotropic"
"B1100","Itanhaem","Neotropic"
"B1101","Itanhem","Neotropic"
"B1102","Itapecuru","Neotropic"
"B1103","Itapicuru","Neotropic"
"B1104","Itapitangui","Neotropic"
"B1105","Itata","Neotropic"
"B1106","Itaunas","Neotropic"
"B1107","Ithikkara","Indomalayan"
"B1108","Ivoloina","Afrotropic"
"B1109","Ivondro","Afrotropic"
"B1110","Iwaki","Palearctic"
"B1111","Iyidere","Palearctic"
"B1112","Iznik","Palearctic"
"B1113","Jaagarahu.Sadam","Palearctic"
"B1114","Jaboatao","Neotropic"
"B1115","Jacarei","Neotropic"
"B1116","Jack","Australasia"
"B1117","Jackson","Australasia"
"B1118","Jagala","Palearctic"
"B1119","Jagbudi.River","Indomalayan"
"B1120","Jaguaribe","Neotropic"
"B1121","Jaguaripe","Neotropic"
"B1122","Jakarta","Indomalayan"
"B1123","Jallabi","Palearctic"
"B1124","Jalle.Blanquefort","Palearctic"
"B1125","Jamaica","Neotropic"
"B1126","Jamaja","Palearctic"
"B1127","Jamapa","Neotropic"
"B1128","James","Nearctic"
"B1129","Jamur","Australasia"
"B1130","Japara.Grande","Neotropic"
"B1131","Jara","Palearctic"
"B1132","Jarabocoa","Neotropic"
"B1133","Jardine","Australasia"
"B1134","Jarise","Palearctic"
"B1135","Jasper","Australasia"
"B1136","Jausa","Palearctic"
"B1137","Jayapura","Australasia"
"B1138","Jeannie","Australasia"
"B1139","Jegeen","Palearctic"
"B1140","Jemaja","Indomalayan"
"B1141","Jequetepeque","Neotropic"
"B1142","Jequirica","Neotropic"
"B1143","Jequitinhonha","Neotropic"
"B1144","Jesus.Maria","Neotropic"
"B1145","Jianjiang","Indomalayan"
"B1146","Jiaodong.He","Palearctic"
"B1147","Jiuojiang","Indomalayan"
"B1148","Jiuzhoujiang","Indomalayan"
"B1149","Joao.de.Tiba","Neotropic"
"B1150","Johore","Indomalayan"
"B1151","Jokulsa.a.Fjollum","Palearctic"
"B1152","Jokulsa.Dal","Palearctic"
"B1153","Jokulsa.Flotsdal","Palearctic"
"B1154","Jordana.Draw","Nearctic"
"B1155","Josan.Ho","Palearctic"
"B1156","Juan.Blanco","Neotropic"
"B1157","Juan.Fernandez.Island","Neotropic"
"B1158","Jucar","Palearctic"
"B1159","Jucurucu","Neotropic"
"B1160","Julong.River","Indomalayan"
"B1161","June","Australasia"
"B1162","Jupiter","Nearctic"
"B1163","Jurong","Indomalayan"
"B1164","Jurubatuba","Neotropic"
"B1165","Kaba","Afrotropic"
"B1166","Kabeljousrivier","Afrotropic"
"B1167","Kaberla","Palearctic"
"B1168","Kachigal.Ara","Indomalayan"
"B1169","Kadalundi","Indomalayan"
"B1170","Kaeda","Palearctic"
"B1171","Kaeo","Australasia"
"B1172","Kaesan.josuji","Palearctic"
"B1173","Kahak.chosuji","Palearctic"
"B1174","Kahayan","Indomalayan"
"B1175","Kahutara","Australasia"
"B1176","Kai.Iwi","Australasia"
"B1177","Kaipara","Australasia"
"B1178","Kaituna","Australasia"
"B1179","Kaituna.2","Australasia"
"B1180","Kaiwaka","Australasia"
"B1181","Kaiwhata","Australasia"
"B1182","Kajali","Indomalayan"
"B1183","Kajwa.je","Palearctic"
"B1184","Kakaho","Australasia"
"B1185","Kakanui","Australasia"
"B1186","Kakum","Afrotropic"
"B1187","Kal.aru","Indomalayan"
"B1188","Kal.e.Shur","Palearctic"
"B1189","Kala.Oya","Indomalayan"
"B1190","Kalabakan","Indomalayan"
"B1191","Kaladan","Indomalayan"
"B1192","Kalagamu.Oya","Indomalayan"
"B1193","Kalamas","Palearctic"
"B1194","Kalgan","Australasia"
"B1195","Kali.River","Indomalayan"
"B1196","Kalimas","Indomalayan"
"B1197","Kalixalven","Palearctic"
"B1198","Kallada","Indomalayan"
"B1199","Kallayi","Indomalayan"
"B1200","Kalu.Ganga","Indomalayan"
"B1201","Kamchatka","Palearctic"
"B1202","Kamdun.josuji","Palearctic"
"B1203","Kamiji","Palearctic"
"B1204","Kaminokawa","Palearctic"
"B1205","Kamo","Palearctic"
"B1206","Kampar","Indomalayan"
"B1207","Kanakarayan.Aru","Indomalayan"
"B1208","Kanamae.Chaung","Indomalayan"
"B1209","Kanariktok","Nearctic"
"B1210","Kangikadichi.Aar","Indomalayan"
"B1211","Kangp.o","Palearctic"
"B1212","Kangsu.josuji","Palearctic"
"B1213","Kanita","Palearctic"
"B1214","Kano","Palearctic"
"B1215","Kantalai.basin","Indomalayan"
"B1216","Kaoping","Indomalayan"
"B1217","Kapisigdlit","Nearctic"
"B1218","Kapuas","Indomalayan"
"B1219","Karachi","Indomalayan"
"B1220","Karagan.Oya","Indomalayan"
"B1221","Karamana","Indomalayan"
"B1222","Karambalan.Oya","Indomalayan"
"B1223","Karambe.Ara","Indomalayan"
"B1224","Karamea","Australasia"
"B1225","Karamenderes","Palearctic"
"B1226","Karanda.Oya","Indomalayan"
"B1227","Karangarua","Australasia"
"B1228","Karatararivier","Afrotropic"
"B1229","Kargi","Palearctic"
"B1230","Kariegarivier","Afrotropic"
"B1231","Kariyamgode","Indomalayan"
"B1232","Karja","Palearctic"
"B1233","Karjaste","Palearctic"
"B1234","Karouabo","Neotropic"
"B1235","Karuah","Australasia"
"B1236","Karujarv","Palearctic"
"B1237","Karunde.Ara","Indomalayan"
"B1238","Kas","Neotropic"
"B1239","Kasab","Palearctic"
"B1240","Kasari","Palearctic"
"B1241","Kasi.chon","Palearctic"
"B1242","Katase","Palearctic"
"B1243","Katingan.River","Indomalayan"
"B1244","Katupila.Ara","Indomalayan"
"B1245","Kauaeranga","Australasia"
"B1246","Kaunispe","Palearctic"
"B1247","Kaupokonui","Australasia"
"B1248","Kavlingean","Palearctic"
"B1249","Kawajiri","Palearctic"
"B1250","Kawakawa","Australasia"
"B1251","Kawangu","Australasia"
"B1252","Kawatana","Palearctic"
"B1253","Kayan.River","Indomalayan"
"B1254","Kearney.lake","Australasia"
"B1255","Keep","Australasia"
"B1256","Kei","Afrotropic"
"B1257","Keila","Palearctic"
"B1258","Kelani.Ganga","Indomalayan"
"B1259","Kelantan","Indomalayan"
"B1260","Kelasuri","Palearctic"
"B1261","Keliling","Indomalayan"
"B1262","Kellett","Nearctic"
"B1263","Kemijoki","Palearctic"
"B1264","Kemp.Welch","Australasia"
"B1265","Kendawangan","Indomalayan"
"B1266","Kennebec","Nearctic"
"B1267","Kent","Australasia"
"B1268","Kepulauan.Tanimbar","Australasia"
"B1269","Kereu","Australasia"
"B1270","Kerian","Indomalayan"
"B1271","Kerikeri","Australasia"
"B1272","Kerman","Palearctic"
"B1273","Kersang","Indomalayan"
"B1274","Kesen","Palearctic"
"B1275","Keta.Lagoon","Afrotropic"
"B1276","Keuprotchay","Palearctic"
"B1277","Keurbooms","Afrotropic"
"B1278","Key.West","Neotropic"
"B1279","Keziv","Palearctic"
"B1280","Khanan","Indomalayan"
"B1281","Khatanga","Palearctic"
"B1282","Khawr.Arba.at","Afrotropic"
"B1283","Khobi","Palearctic"
"B1284","Khvoinaya","Palearctic"
"B1285","Kienke","Afrotropic"
"B1286","Kievka","Palearctic"
"B1287","Kifissos.Beo","Palearctic"
"B1288","Kikori","Australasia"
"B1289","Kilsan.chon","Palearctic"
"B1290","Kilu.Impini.creek","Australasia"
"B1291","Kimotsuki","Palearctic"
"B1292","Kinabatangan","Indomalayan"
"B1293","King.1","Australasia"
"B1294","King.2","Australasia"
"B1295","King.Edward","Australasia"
"B1296","King.George","Australasia"
"B1297","Kinokawa","Palearctic"
"B1298","Kirama.Oya","Indomalayan"
"B1299","Kirimechchi.odai","Indomalayan"
"B1300","Kirindi.Oya","Indomalayan"
"B1301","Kirkeuz","Palearctic"
"B1302","Kishida","Palearctic"
"B1303","Kisiwani","Afrotropic"
"B1304","Kiso","Palearctic"
"B1305","Kitagata.ko","Palearctic"
"B1306","Kitakami","Palearctic"
"B1307","Kitsa","Palearctic"
"B1308","Kittam","Afrotropic"
"B1309","Kivu","Afrotropic"
"B1310","Kizilirmak","Palearctic"
"B1311","Klamath","Nearctic"
"B1312","Klein.Brakrivier","Afrotropic"
"B1313","Klinaklini","Nearctic"
"B1314","Klong.Khruv.Wai","Indomalayan"
"B1315","Kloostri","Palearctic"
"B1316","Knysnarivier","Afrotropic"
"B1317","Kobang.chon","Palearctic"
"B1318","Kobu.chon","Palearctic"
"B1319","Kodalikkallu.Aru","Indomalayan"
"B1320","Kodori","Palearctic"
"B1321","Kogaluk","Nearctic"
"B1322","Koggala.lake","Indomalayan"
"B1323","Kogon","Afrotropic"
"B1324","Koiva","Palearctic"
"B1325","Kokemaenjoki","Palearctic"
"B1326","Kokpokchan","Palearctic"
"B1327","Kolan","Australasia"
"B1328","Kolente","Afrotropic"
"B1329","Koliba","Afrotropic"
"B1330","Koltsi","Palearctic"
"B1331","Kolyma","Palearctic"
"B1332","Komenotsu","Palearctic"
"B1333","Komo.River","Afrotropic"
"B1334","Kongakut","Nearctic"
"B1335","Kongnung.chon","Palearctic"
"B1336","Konkoure","Afrotropic"
"B1337","Konyang.chon","Palearctic"
"B1338","Koolatong","Australasia"
"B1339","Koppi","Palearctic"
"B1340","Kopuapounamu","Australasia"
"B1341","Kopurererua","Australasia"
"B1342","Kor","Palearctic"
"B1343","Korea.un.1","Palearctic"
"B1344","Korea.un.2","Palearctic"
"B1345","Korea.un.3","Palearctic"
"B1346","Kosi.River","Afrotropic"
"B1347","Kotawaringin","Indomalayan"
"B1348","Kotu.Hola","Indomalayan"
"B1349","Kouffo","Afrotropic"
"B1350","Kouilou","Afrotropic"
"B1351","Koukdjuak","Nearctic"
"B1352","Koup.chon","Palearctic"
"B1353","Kourou","Neotropic"
"B1354","Koutno","Palearctic"
"B1355","Kowai","Australasia"
"B1356","Kowhai","Australasia"
"B1357","Kowie.River","Afrotropic"
"B1358","Koya","Palearctic"
"B1359","Koza","Palearctic"
"B1360","Krasnaya.River","Palearctic"
"B1361","Krishna","Indomalayan"
"B1362","Krka","Palearctic"
"B1363","Kromrivier","Afrotropic"
"B1364","Kronockaja","Palearctic"
"B1365","Ku.Ryu.Po","Palearctic"
"B1366","Kuam.chon","Palearctic"
"B1367","Kuantan","Indomalayan"
"B1368","Kuap","Indomalayan"
"B1369","Kuban","Palearctic"
"B1370","Kucukmenderes","Palearctic"
"B1371","Kuiburi","Indomalayan"
"B1372","Kuji.Ibaraki","Palearctic"
"B1373","Kuji.Iwate","Palearctic"
"B1374","Kul","Palearctic"
"B1375","Kum","Palearctic"
"B1376","Kuma","Palearctic"
"B1377","Kumbukkan.Oya","Indomalayan"
"B1378","Kumgok.chi","Palearctic"
"B1379","Kumjon","Palearctic"
"B1380","Kumnung.ni","Palearctic"
"B1381","Kumo","Palearctic"
"B1382","Kumsong.chon","Palearctic"
"B1383","Kumusi","Australasia"
"B1384","Kunchikumban.Aru","Indomalayan"
"B1385","Kunda","Palearctic"
"B1386","Kundalika","Indomalayan"
"B1387","Kunene","Afrotropic"
"B1388","Kungok.chosuji","Palearctic"
"B1389","Kungsan.josuji","Palearctic"
"B1390","Kungye.chon","Palearctic"
"B1391","Kunnae","Palearctic"
"B1392","Kuppam","Indomalayan"
"B1393","Kura","Palearctic"
"B1394","Kurau","Indomalayan"
"B1395","Kurdlu","Palearctic"
"B1396","Kushiro","Palearctic"
"B1397","Kuskokwim","Nearctic"
"B1398","Kuthiravattom","Indomalayan"
"B1399","Kuttiadi","Indomalayan"
"B1400","Kuujjua","Nearctic"
"B1401","Kuybyshevskoe","Palearctic"
"B1402","Kuzuryu","Palearctic"
"B1403","Kwa.Ibo","Afrotropic"
"B1404","Kwangjong.chon","Palearctic"
"B1405","Kwanum.am","Palearctic"
"B1406","Ky.Lo","Indomalayan"
"B1407","Kymijoki","Palearctic"
"B1408","Kyoga","Afrotropic"
"B1409","Kyongpo.chon","Palearctic"
"B1410","Kyrulka","Palearctic"
"B1411","La.cuesa","Neotropic"
"B1412","La.Grande","Nearctic"
"B1413","La.Grande.Gasp","Nearctic"
"B1414","La.Purisima","Nearctic"
"B1415","La.Sabana","Neotropic"
"B1416","La.Trobe","Australasia"
"B1417","Labrador.un","Nearctic"
"B1418","Labuk","Indomalayan"
"B1419","Lac.Assal","Afrotropic"
"B1420","Lac.Bulera","Afrotropic"
"B1421","Lac.Retba","Afrotropic"
"B1422","Lagan.Swe","Palearctic"
"B1423","Lagan.UK","Palearctic"
"B1424","Lago.Buenos.Aires","Neotropic"
"B1425","Lago.del.Venado","Neotropic"
"B1426","Lago.Epecuen","Neotropic"
"B1427","Lagoa.Negra","Neotropic"
"B1428","Lagos.Lagoon","Afrotropic"
"B1429","Laguna.Chasico","Neotropic"
"B1430","Laguna.Chichancanab","Neotropic"
"B1431","Laguna.Cochico","Neotropic"
"B1432","Laguna.del.Monte","Neotropic"
"B1433","Laguna.Inchauspe","Neotropic"
"B1434","Laguna.Las.Tunas.Grandes","Neotropic"
"B1435","Laguna.Municipal","Neotropic"
"B1436","Laguna.Salada.Grande","Neotropic"
"B1437","Lagune.Aby","Afrotropic"
"B1438","Lagune.Ebrie","Afrotropic"
"B1439","Lagune.Tadjo","Afrotropic"
"B1440","Laita","Palearctic"
"B1441","Lake.Aiwaso","Australasia"
"B1442","Lake.Albert","Afrotropic"
"B1443","Lake.Alchichica","Neotropic"
"B1444","Lake.Apoyo","Neotropic"
"B1445","Lake.Arawak","Australasia"
"B1446","Lake.Batu","Indomalayan"
"B1447","Lake.Boga","Australasia"
"B1448","Lake.Bringalbert","Australasia"
"B1449","Lake.Buchanan","Australasia"
"B1450","Lake.Buhi","Indomalayan"
"B1451","Lake.Bunyonyi","Afrotropic"
"B1452","Lake.Carnanto","Australasia"
"B1453","Lake.Davies","Australasia"
"B1454","Lake.Eyre","Australasia"
"B1455","Lake.Eyre.Basin","Australasia"
"B1456","Lake.Frome","Australasia"
"B1457","Lake.Gregory","Australasia"
"B1458","Lake.Hindmarsh","Australasia"
"B1459","Lake.Illawarra","Australasia"
"B1460","Lake.Innes","Australasia"
"B1461","Lake.Kamakawaiar","Australasia"
"B1462","Lake.Koycegiz","Palearctic"
"B1463","Lake.Lanao","Indomalayan"
"B1464","Lake.Lewis","Australasia"
"B1465","Lake.Machattie","Australasia"
"B1466","Lake.Macquarie","Australasia"
"B1467","Lake.Magadi.2","Afrotropic"
"B1468","Lake.Mahalona","Australasia"
"B1469","Lake.Malombe","Afrotropic"
"B1470","Lake.Manyara","Afrotropic"
"B1471","Lake.Miragoane","Neotropic"
"B1472","Lake.Moore","Australasia"
"B1473","Lake.Omeo","Australasia"
"B1474","Lake.Papary.basin","Neotropic"
"B1475","Lake.Peten","Neotropic"
"B1476","Lake.Piso","Afrotropic"
"B1477","Lake.Pontchartrain","Nearctic"
"B1478","Lake.Preston","Australasia"
